Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,3,16,8,1,8,0.5
2,3,16,2,1,2,0.125
4,3,16,4,1,4,0.25
6,2,32,16,1,16,0.5
9,2,32,8,1,8,0.25
10,2,16,4,1,4,0.25
12,2,16,8,1,8,0.5
13,3,32,8,1,8,0.25
15,3,32,3,1,3,0.09375
16,3,16,4,1,4,0.25
18,3,16,4,1,4,0.25
20,3,16,8,1,8,0.5
22,3,16,4,1,4,0.25
25,2,32,8,1,8,0.25
26,2,32,8,1,8,0.25
27,2,16,8,1,8,0.5
32,2,16,8,1,8,0.5
36,2,32,16,1,16,0.5
37,3,32,16,1,16,0.5
38,3,32,16,1,16,0.5
39,3,16,8,1,8,0.5
42,3,16,4,1,4,0.25
43,2,32,8,1,8,0.25
44,2,32,16,1,16,0.5
45,3,16,8,1,8,0.5
46,2,16,2,1,2,0.125
3,3,16,8,1,8,0.5
5,3,16,1,1,1,0.0625
6,2,16,1,1,1,0.0625
7,3,16,4,1,4,0.25
8,2,16,8,1,8,0.5
10,3,32,3,1,3,0.09375
13,3,16,2,1,2,0.125
16,3,32,2,1,2,0.0625
17,2,16,8,1,8,0.5
18,2,32,2,1,2,0.0625
23,3,32,16,1,16,0.5
24,3,16,2,1,2,0.125
25,2,32,8,1,8,0.25
27,3,32,16,1,16,0.5
28,3,16,4,1,4,0.25
29,3,32,3,1,3,0.09375
32,3,16,1,1,1,0.0625
35,2,32,3,1,3,0.09375
39,2,16,1,1,1,0.0625
40,3,32,8,1,8,0.25
41,2,32,8,1,8,0.25
43,3,32,8,1,8,0.25
45,2,16,8,1,8,0.5
46,2,32,16,1,16,0.5
48,3,16,8,1,8,0.5
